CapableOf
crime	anger_person
sailers	sail_boat
friends	give_hug
humans	make_mistakes
sunrise	provide_comfort
person	wash_car
honesty	clear_air
elastic	rebound
policeman	notice_jaywalker
clothes	get_dirty
parent	church_youngster
person	value_life
rain	cause_floods
gambler	lose_money
artillerymen	fire_cannon
ships	weather_storms
sports_teams	lose_games
something_you	make_payments
ants	crawl
in_garden	grow_vegetables
judge	fine_defendant
grocers	stock_vegetables
winner	gain_prize
smoker	strike_match
raft	spring_leak
supplier	ship_product
philanthropist	offer_help
story	near_conclusion
battery	power_toothbrush
city	allow_buildings
uncoordinated_person	trip_over
children	wrong_parents
maids	clean_house
medicine	fight_disease
students	duck_assignments
children	spread_wings
water	power_factory
owls	lay_eggs
owner	price_goods
student	master_lesson
insurer	honor_contract
people	speak_words
pet_owner	walk_dog
questions	surprise
frog	leap
wound	kill
christian	confess_sin
people	enjoy_challenge
orgasm	feel_fantastic
knife	cut_leather
farmer	seed_soil
people	burn_themselves
thieves	case_joint
people	share_opinion
clerk	enter_data
trainer	condition_athlete
ali	set_example
person	hill_climb
insects	fly
tiger	circle_prey
people	voice_concerns
customer	pay_bill
cover	hide_things
teenagers	sleep_lot
ali	end_arguement
cup	hold_liquids
running	make_tired
person	feel_ugly
ill_person	suffer_pain
rhetoric	inspire
chickens	fly_little
condom	save_life
helper	hand_tool
royalty	wave_politely
turtle	pet
vexatious_litigant	nuisance
robber	leave_scene
start	shine_light
children	need_mother
rulers	measure_distances
skin	feel_painful
diseases	kill
religious_person	pay_homage
bank	milk_depositor
person	buy_tape
detective	notice_clue
teenager	enjoy_party
folders	group_documents
koala	climb_trees
seamen	land_boat
sadist	needle_victim
candle	light_house
cat	drink_milk
animals	live_lives
maestro	direct_orchestra
people	group_object
fish	live_underwater
spedometer	measure_speed
child	smell_flower
digital_camera	note_changes
landlord	demand_rent
we	deal_with
storm	storm_mightily
gardners	prune_trees
toolbox	includes_screwdriver
jacks	raise_car
outfielder	field_popfly
adolescent	act_childish
arsonist	burn_building
mathematician	explain_algorithm
world	confusing_place
teacher	teach_pupil
predators	kill_prey
people	join_group
we	invade
animals	scape_zoo
heat	sterilize
cat	corner_mouse
country_music	use
leader	direct_people
person	trust_god
arms	reach_outward
kings	subject_peasants
we	ring_bell
cats	annoy
grandmother	forget_age
instruments	make_sound
music	still_anxiety
people	form_plastic
government_leader	govern_constituancy
familiarity	cause_comfort
buddha	do
dog	fancy_toy
books	include_information
busboy	clear_table
hunter	spring_trap
frugal_shopper	save_money
revolution	shake_nation
teachers	plan_lessons
athletes	do_laps
fencer	practice_parrying
pig	find_truffles
pencil	mark_paper
maid	clean_house
weapon	terrorize
lust	storm_mind
bird	squawk
person	captain_boat
peasant	farm_hillside
blinds	shade_sun
researchers	study_research
dog	guard_premises
athlete	lose_competition
mug	hold_liquid
cranberry_juice	leave_stain
investigator	gather_evidence
sale	cover_costs
fool	suffer_gladly
place_where	buy_food
gymnast	lifting_weights
doctor_will	specialize
student	begin_teaching
student	study_history
people	raise_children
person	free_bird
garbage	container
stockboy	price_groceries
top_dog	rule_roost
person	fear_death
lumberjack	fall_tree
socialist	become_communist
child	master_game
patient_people	wait_quietly
president	govern_nation
forest	place
farmer	produce_food
everybody	exist
parent	will_estate
peole	tie_knots
good_imagination	picture_scenerio
magazine	cover_article
computer	heat_room
saw	cut_wood
waiter	serve_diners
teacher	school_students
automobiles	making_pollution
need	opener
gardener	water_garden
disease	strike
towel	dry_body
fighter	strike_opponent
paychecks	buy_socks
friends	side_with
lunatic	going_bananas
officers	fine_scofflaws
trees	die
detective	question_suspect
smile	please_another
people	open_boxes
cleanliness	fight_sickness
nice_comedy	make_laugh
skill	save_time
carpenter	finishing_cabinet
pilot	land_helicopter
tv_networks	air_show
cds	store_music
hand	cup_flower
mountains	volcanoes
pilot	fly_planes
person	pick_fruit
butcher	bone_chicken
tourist	visit_town
company	produce_appliances
poor_students	fail_courses
people	board_ship
spices	season_food
bettor	lose_money
bank	store_money
person	feel_loved
et	call_home
child	experience_insight
sarcasm	bring_hostility
storeowner	charge_money
bicyclist	oil_chain
people	face_problems
cat	sleep
superman	lift_bus
airplane	cross_ocean
abandoned_table	gather_dust
tide	rush_in
pouch	store_objects
burning_fuels	cause_pollution
daredevils	scape_death
singers	clear_throats
alarm	trigger_siren
person	pull_cart
gun	kill_people
psycho	go_berzerk
person	give_gift
student	honor_sensei
guns	break
temperature	heat_up
antibodies	battle_viruses
friend	call
living_things	move
humans	make_sounds
peopl	bank_money
ivy	pest
jug	amount_water
aunt	wears_jewelry
reading	further_education
work	pain
salesperson	cloud_judgement
ocean	circle_island
ali	increase_intelligence
government	arm_militia
fishmonger	bone_fish
we	make_out
plane	near_airport
ice_cream	melt
gunshot	begin_race
dump_truck	move_dirt
judge	marry_couple
stonemason	cut_stone
dogs	hear
electrician	check_wiring
chef	govern_kitchen
shopper	enter_store
sailors	row_boats
match	competition
performer	win_kudos
people	plan_vacation
people	kill_animals
stores	sell_products
people	voice_opinions
computer_program	consider_algorithms
sturdy_structure	weather_storm
educated_person	choose_wisely
savings_accounts	give_cashcards
janitor	clean_toilets
expert	answer_questions
people	sneeze
nation	honor_hero
dowser	find_water
actor	present_award
plumber	repair_fountain
skeptic	doubt_theory
twelve	mean_dozen
violence	anger_pacifists
person	wrong_person
boxer	best_opponent
people	need_comforting
little_girl	dress_doll
computer_scientist	designing_algorithm
fireman	resuscitate
commanders	group_companies
parent	lower_boom
pepper	season_dish
we	catch_cold
humans	value_interaction
company	market_product
mechanic	turn_wrench
fire	murder
hunter	kill_animal
contractors	build_houses
musician	play_violin
kid	fly_kite
human	strike_match
cotton	feel_soft
ladies	make_pies
one	water_flowers
neighbor	fence_property
parents	welcome_children
professors	master_physics
students	read_textbooks
oven	cool_temperature
pirate	fence_contraband
pocket	store_coins
disk	record_data
people	go_swimming
babies	experience_hunger
waves	shore_boats
human	enjoy_performance
anyone	learn_art
monitor	display_images
pirate	sail_ship
mechanics	hand_wrench
trains	derail
restaurant	seat_customers
government	bug_office
robot	assemble_car
teenagers	wash_car
loser	close_door
police	help_people
cars	turn_right
bank_customer	fix_money
referee	time_race
waiter	seat_guests
tree	grow_branch
monkeys	carry_disease
teacher	fail_student
gardener	rake_leaves
surprising_enemy	give_advantage
dogs	own_people
saying_shh	quiet_crowd
lover	wait_forever
cheater	feel_guilty
chef	bone_chicken
englishmen	hunt_foxes
people	count
angle_grinder	cut_steel
tree	flower_annually
bombs	destroy_city
roch_stars	sign_cheques
student	advance_grade
blood	given_intraveinous
person	value_desires
goats	cry_loudly
anyone	water_plant
cynthia	mother_children
cinnamon	season_cookies
magicians	deal_crookedly
teacher	quiet_students
timers	time_events
people	play_golf
bridge	bridge_routs
detective	gather_evidence
builder	glass_front
shopper	order_books
anyone	carry_grudge
firemen	man_hose
john	speaking_nonsence
child	watch_cartoons
person	wait_patiently
cook	cook_lasagne
tutors	help_teach
guard_dog	sound_alarm
virus	destroy_cells
child	lose_mother
bully	corner
person	love_objects
policeman	lose_criminal
forest	burn_down
possum	play_dead
cows	give_milk
jellyfish	hurt_person
lethal	cause_death
people	lose_wallets
computer_user	understands_technology
spy	share_secrets
thought	form_idea
chocolate	delight_child
shaker	shake_cocktail
people	think
timer	time_race
workers	push_levers
drill_bit	titanium_coated
people	journey_onward
cat	cleaning_itself
petrol	burn_hot
word	mean_thing
magician	fool_audience
rat	press_lever
astronaut	man_spacecraft
tv	require_electricity
blankets	cover_bed
arsonist	burn_house
humans	laugh
tugboat	near_freighter
tennis_player	win_match
eskimos	wear_parkas
alcoholic	bottom_out
human	strike_human
animal	live_long
commodities_broker	trade_futures
sunset	appear_splendid
annoying_person	get_to
calligrapher	letter_document
who	milk_cow
object	sound_well
receptionist	answer_telephone
homeowner	fence_yard
spider	catch_flies
person	buy_food
good_hooker	rise_dead
curator	hang_picture
poet	manipulate_language
basketball_player	hand_basketball
volcano_eruption	cause_deaths
fire	hurt_people
chef	bread_turkey
people	tell_truth
pipe	branch_off
noise	blaring
carnival_worker	guess_weight
cheating	end_relationship
author	write_poem
librarian	number_books
person	kiss_dog
agent	plant_information
capenters	build_houses
child	tear_paper
alcoholic_beverages	drunk
con_man	fool_victim
fans	cool_consoles
soldiers	man_gun
website	streaming_video
shipper	box_television
skin	itches
child	act_innocent
mental_illness	change_behaviour
acorn	produce_oak
mankind_believes	conquer_all
music	beutifull
pitchers	throw_balls
cassettes	store_music
chefs	make_food
architects	plan_buildings
running	considered_work
teacher	supply_knowledge
benches	seat_people
person	shout_fire
idolatry	ruin_lives
ants	circle_food
person	board_plane
dog	guide_blind
humans	excrete
something_you	make_assumption
obsessive_compulsive	time
wagon	pulling_child
children	wrong_house
electricity	produce_heat
executioner	kill_convict
gameshow_host	list_categories
programmers	control_computers
internet_server	stream_video
hand_sanitizer	clean
software	copy_files
wolf	kill_deer
judge	closing_case
nose	run
person	push_wheelbarrow
guest	stay_overnight
trucks	deliver_computers
native	guide_foreigners
cars	deform
machinery	failing_dangerously
baby	pull_hair
merchant	carry_credit
person	leave_place
shopping_baskets	carry_meat
child	experience_world
sun	warm_house
postoffice	forward_mail
iphone	show_time
birds	reproduce
cigarette_lighter	light_pipe
one	pour_liquid
lightning	strike_twice
drug	still_heart
detective	note_clues
assets	equal_liabilities
guard	man_post
innertube	spring_leak
judge	settle_dispute
boat	settle_lower
anyone	question_sincerity
human	drink_fluids
patron	order_food
twelve	be
frayed_wire	short_circuit
people	promise
radios	play_music
people	get_angry
only_humans	use_phume
revolutionaries	fight_system
mail	in_envelope
secretaries	write_notes
minister	church_flock
customers	demand_satisfaction
student	discover_fact
cook	follow_recipie
mine	explode
painter	paint
supermarket_employee	bag_groceries
finger	point_at
washing_machine	clean_dishes
gambler	play_craps
executioner	hang_criminal
brother	object_to
road	branch_south
person	face_truth
student	voice_opinion
person	chair_meeting
live_performances	go_wrong
cook	season_meal
peppers	taste_spicy
mosquitoes	fly_away
human_race	seed_stars
officer	voice_command
new_idea	gathering_steam
students	head_class
golfer	perfect_swing
bomb	arm_itself
holidays	delight_masses
human	iron_clothes
gun	hurry_captive
noone	master_everything
newspapers	list_stocks
homeowner	board_windows
football_players	practice
crow	lay_eggs
negotiator	settling_dispute
corrupt_officials	doctor_report
cloud	shade_sun
human	position_thing
cake	dry_out
great_performance	delight_audience
inventor	oil_robot
experiment	prove_hypothesis
french_chefs	prepare_souffles
plant	suffering_dehydration
family	visit_zoo
adult	sign_form
pilot	captain_ship
person	read_writings
teacher	plan_lesson
gorging_yourself	make_fat
driver	bus_schoolchildren
conclusion	end_essay
hair	thin_out
weather	turn_nasty
children	thank_parents
thief	case_bank
diners	continue_eating
supervisor	group_projects
good_plan	further_goals
good_planning	further_goal
torpedo	sink_submarine
soldier	fight_battle
backhoe	dig_hole
emotions	alter_behavior
fat_people	break_chairs
child	wear_jacket
barbecue	cook_food
submarines	sink
plan	work_well
humans	can_foods
boulevard	divide_city
carpenter	shore_leak
near	crowd_space
couple	dance
swimming	make_tired
fire	help_people
dog	run_fasr
vacine	prevent_disease
brother	borrow_car
doctor	help_patient
traveler	board_plane
