nun	priest
footless	skillful
question	answer
hunger	full
crowd	lonely
room	outdoors
ebb	flow
inflate	deflate
infrasonic	ultrasonic
sharp	blunt
notorious	famous
fire	water
paper	pen
inadmissibility	admissibility
fillet	round
passivate	activate
say	keep
death	life
perfect	terrible
sufficient	insufficient
consequent	antecedent
post	pre
profitable	unprofitable
permission	prohibition
inexcogitable	imaginable
quasiconcave	quasiconvex
hyperbaric	hypobaric
calm	rough
server	client
inharmonicity	harmonicity
unelaborated	elaborated
drink	food
exercise	off
clockwise	anticlockwise
move	staying
pull	push
royal	peasant
retrospect	prospect
apotemnophobia	apotemnophilia
extinguisher	generator
intend	accidental
confirm	infirm
pinay	pinoy
mountain	flat
qualify	unqualify
rarefaction	compression
experienced	green
whitishness	blackishness
surmountable	insurmountable
worshipful	unworshipful
preserve	spoil
generosity	stinginess
resolvable	intractable
specialist	generalist
heinous	unheinous
superclausal	subclausal
person	people
insincerely	sincerely
unintentional	intentional
bank	under
sheet	comforter
crowd	few
christianlike	unchristianlike
mention	ignore
womankind	mankind
defiant	dominant
childbirth	death
against	with
clear	muddy
abnormal	normal
may	sure
annihilative	generative
übermensch	untermensch
great	tiny
maximality	minimality
oem	aftermarket
knowable	unknowable
object	agree
abideable	unabideable
stretch	squeeze
subset	superset
dog	woof
trivial	important
jargon	common
break	whole
anti	pro
homopositivity	homonegativity
nonpracticing	practicing
overactive	underactive
bt	ffb
each	single
decreasing	increasing
servant	rich
arrogate	abdicate
philanthropical	misanthropic
inexcusable	excusable
demonstrable	undemonstrable
illiberal	generous
ailurophilia	galeophobia
hypo	hyper
urbanity	rurality
unsigned	signed
zooxanthellate	azooxanthellate
inswing	outswing
fatness	leanness
continent	country
corporeal	intangible
philanthropist	misanthropist
immobile	mobile
neophile	neophobe
prograde	retrograde
picture	movie
asleep	awake
return	going
below	over
virility	femininity
scorn	esteem
startable	unstartable
inactive	active
translocatable	untranslocatable
transparent	nontransparent
nonquantitative	quantitative
less	ful
metal	nonmetal
micropaedic	macropaedic
noncombinative	combinative
free	unfree
mutatable	nonmutatable
toxify	detoxify
monolingual	plurilingual
principal	student
profane	consecrate
countrify	citify
modesty	immodesty
manually	automatically
extinct	burning
much	very
back	anterior
gamic	agamic
nyctalopia	hemeralopia
procrastinate	precrastinate
acceptability	unacceptability
variant	invariant
tax	money
colour	white
broke	wealthy
decriminalize	criminalize
jelly	butter
imnsho	imho
stepparent	stepchild
pacable	implacable
erratic	consistent
oxygen	space
pythonic	unpythonic
typically	atypically
undergraduate	graduate
sophisticated	mundane
lifestyler	dabbler
thunder	quiet
normogenesis	anormogenesis
wisdom	folly
greedy	nongreedy
beautifier	uglifier
monandry	polyandry
discommode	accommodate
disinter	inter
fly	walk
unless	if
homoromantic	heteroromantic
perfunctory	complete
coatable	uncoatable
perfunctory	thorough
garden	wasteland
postpone	hasten
poison	elixir
heteroerotic	homoerotic
place	void
toxify	purify
damnation	salvation
giant	tiny
productive	ruinous
nano	giga
ancestor	afterbear
allow	permitted
latecomer	earlycomer
seronegative	seropositive
corner	edge
climb	slide
compliment	nice
payee	payer
thence	thither
present	future
salt	pepper
brat	kid
heterological	homological
lay	up
explicit	implicit
dark	bright
normal	strange
reverse	normal
taciturn	loquacious
coercion	noncoercion
underline	overline
microvesicular	macrovesicular
materiality	ethereality
music	silent
need	unwanted
reckful	reckless
apodeictic	anapodeictic
disuniate	uniate
sympelmous	nomopelmous
early	late
festivity	infestivity
hyperactive	hypoactive
postnatal	prenatal
acoloutha	anacoloutha
indeterminate	determinate
chop	dice
anticolonialist	colonialist
afford	too
cipher	decipher
noncontagious	contagious
probable	improbable
twist	straighten
hall	room
stranger	acquaintance
noble	plebeian
supernatant	infranatant
undeserving	deserving
respect	disrespect
foreign	domestic
unwholesome	wholesome
outdated	modern
cry	happy
faith	despair
frontside	backside
head	body
phony	authentic
vegetable	meat
game	serious
dairy	poultry
layman	expert
injure	preserve
wholesaler	retailer
rescue	enslave
unpopularize	popularize
feminize	masculinize
wittingly	unwittingly
unrifled	rifled
upright	down
accessor	mutator
unsearchable	searchable
hyposomatotropism	hypersomatotropism
drop	carry
lyophobic	lyophile
trouble	okay
unfilterable	filterable
hopeless	hopeful
hypoallometry	hyperallometry
baneful	helpful
iod	ioi
heteroscedasticity	homoscedasticity
legalize	criminalise
defeatable	invincible
deindustrialization	industrialization
stepchild	stepparent
illiberal	liberal
canonical	apocryphal
solidity	fluidity
destroy	construct
necessity	luxury
sheep	goat
lord	servant
unite	divide
experience	naive
profit	lose
chick	dude
cheap	precious
conscientious	impulsive
unembellished	decorated
imagination	real
lighter	heavier
papaphobia	papaphilia
unbeseem	beseem
catastrophist	gradualist
gas	liquid
tarnishable	nontarnishable
steel	weak
instroke	outstroke
determinism	indeterminism
undermine	undergird
winless	undefeated
nitrosylation	denitrosylation
song	noise
libido	boredom
poly	uni
whisper	shout
peace	turmoil
daytime	nighttime
erg	ewg
immunocompetent	immunocompromised
enviable	unenviable
record	eight
unseasoned	seasoned
segregation	desegregation
seat	standing
studiable	unstudiable
evildoer	benefactor
leave	arrive
late	early
compatible	incompatible
equate	differentiate
hire	fire
put	take
integrationist	segregationist
leanness	fatness
mafic	acidic
superman	netherman
underperform	overperform
sand	stone
wrap	unwrap
concretization	abstraction
soup	food
subcategory	supercategory
thermo	cryo
generate	erase
impatience	patience
act	nothing
range	the
footless	adroit
climb	descend
destroyable	undestroyable
blue	red
hypervitaminosis	hypovitaminosis
consonant	discordant
twist	flat
tall	short
reprobation	approbation
acoptic	coptic
calmness	anxiousness
meiosis	hyperbole
modern	antique
produce	deli
quiet	shout
dictionary	encyclopedia
pleasure	pain
paper	rock
durable	nondurable
sham	genuine
rigid	compromising
neg	aff
drop	grip
competitive	cooperative
rule	chaos
neuroprotective	neurodestructive
haemapodous	neuropodous
y	n
deserving	undeserving
discreet	indiscreet
leftmost	rightmost
move	sit
plus	liability
obedient	dominant
farm	cities
poor	being
unobjectionable	objectionable
postpubescent	prepubescent
endoactive	exoactive
compulsory	optional
free	caged
violation	obedience
conceivability	inconceivability
nonidiomatic	idiomatic
skywards	landward
mortal	god
noble	common
approval	disapproval
preachable	unpreachable
print	cursive
rap	music
tersely	verbosely
can	unable
country	continent
weather	climate
aphesis	prothesis
flower	wither
possess	lack
correctable	uncorrectable
feet	palm
selfsame	different
pecunious	impecunious
uncleanliness	cleanliness
thin	thick
excludable	inexcludable
guard	unprotected
scarce	abundant
drizzle	downpour
shutness	openness
publishably	unpublishably
degree	dropout
preanthesis	postanthesis
moonset	moonrise
comedy	drama
underpaid	overpaid
homolingual	heterolingual
awarely	unawarely
gather	dispense
breath	suffocate
soluble	insoluble
different	alike
bless	go
departure	arrival
hyperkalemic	hypokalemic
unfriend	friend
optimism	pessimism
redline	greenline
hypermetropia	shortsightedness
everything	nothing
untermensch	übermensch
soup	meat
form	shapeless
continue	stop
infirm	confirm
outfielder	infielder
levorotatory	dextrorotatory
another	one
overperform	underperform
extensionally	intensionally
nepotism	meritocracy
vascular	avascular
taste	smell
hyperosmolarity	hypoosmolarity
move	still
technophobia	technophilia
chance	community
anosmic	osmatic
androphobia	androphilia
insertable	delible
dispose	indispose
favourable	bad
honorific	derogatory
hypercalcinuria	hypocalciuria
pattern	chaos
sale	buying
uninspiring	inspiring
hobby	job
fretted	fretless
autoecious	heteroecious
excess	deficiency
princess	king
permanent	removable
print	shred
control	chaos
obfuscate	explain
sit	up
cost	free
packer	unpacker
enervate	bolster
pruinose	epruinose
rest	active
apocentromeric	pericentromeric
steam	electric
romance	platonic
nonundulating	undulating
offspring	ancestor
stylish	unstylish
symptomatic	asymptomatic
unimaginable	imaginable
muslimophile	muslimophobe
frigefactive	calefactive
turn	go
assert	deny
cent	dollar
boreas	southerly
science	religion
lady	lord
cloud	sky
dehumidify	humidify
beggar	wealthy
moisturize	dry
stereo	monaural
cathedral	chapel
ordinary	extraordinary
nonketoic	ketoic
overbought	oversold
unverifiability	verifiableness
curse	blessing
again	trying
level	uneven
invaluable	valueless
historyless	historied
furnished	unfurnished
furnish	empty
sin	saint
centre	rim
shortsightedness	farsightedness
shy	audacious
hyporelief	epirelief
anglophobic	anglophilic
heel	face
overproportion	underproportion
compete	cooperate
single	married
dystocia	eutocia
mimable	unmimable
past	to
unnoticed	noticed
princess	son
heat	coolness
birthday	happy
turn	twist
straightness	gayness
ugly	moral
secular	nonsecular
permit	ban
unofficial	official
return	go
geopetal	geofugal
sitophobia	sitomania
proper	inappropriate
core	peripheral
customary	unaccustomed
attenuate	amplify
monophthongal	diphthongal
radical	reactionary
spendthrift	skinflint
physostome	physoclist
anterograde	retrograde
lack	surplus
city	country
derivable	underivable
tax	income
none	everything
dependence	independence
rest	working
defeatable	undefeatable
upsize	downsize
walk	standing
biomagnification	biodilution
homogeneous	heterogeneous
overtly	covertly
ruck	scrum
casual	ceremonial
cardiac	noncardiac
coagulation	declumping
nonconcordant	concordant
unfavorable	favorable
mist	morning
kernel	support
orient	occident
unrefined	refined
noncytological	cytological
normal	unconventional
suprarational	subrational
paintable	unpaintable
servant	person
antepartum	antenatal
decrescent	increscent
outlier	inlier
flashback	flashforward
form	function
reverse	unreverse
unit	many
anger	happiness
inadaptable	adaptable
connotation	denotation
merciful	cruel
conditional	unconditional
platypnea	orthopnoea
anteclassically	postclassically
deasserted	asserted
hard	soft
change	dollar
hello	bye
0	1
guiltiness	innocence
implode	explode
know	forget
divorced	married
dollar	euro
selfish	selfless
choppable	unchoppable
anhedral	euhedral
countercyclical	procyclical
javame	javaee
tameable	indomitable
call	up
inveterate	transient
auctionable	throwable
irrelevancy	relevancy
talk	shut
majority	few
intrinsicality	extrinsicality
oversegmentation	undersegmentation
aforementioned	undermentioned
cisgender	genderqueer
desert	oasis
relevant	irrelevant
invadable	uninvadable
voiceless	vocal
ailurophilic	ailurophobic
valuable	worthless
chummy	mannered
plumbable	unplumbable
lie	tell
do	undone
minus	advantage
slice	whole
windowed	unwindowed
normosmic	anosmic
deniable	undeniable
magicful	magicless
sinistral	dextral
regress	progress
input	output
megalography	rhopography
misanthropist	philanthropist
continue	pause
incompleteness	completion
synform	antiform
chief	peon
abjugate	adjugate
phoniness	authenticity
mist	downpour
bed	sleep
barren	fertile
selectable	unselectable
dependency	independency
expert	inexpert
instructor	student
insult	compliment
could	can
kindless	kindful
portrait	landscape
acclivous	declivous
fall	ascend
bite	chew
reply	request
shortenable	unshortenable
trouble	behavior
exocardial	endocardial
instrumental	noninstrumental
dispassionate	passionate
branch	twig
neglect	consideration
cut	heal
dynamicity	staticity
southern	boreal
persuade	dissuade
undestroyable	breakable
fitness	flab
impressive	unimpressive
obey	defy
unfulfillment	fulfillment
noise	silent
frequently	rarely
shorten	extend
sunwise	moonwise
woodpusher	master
stockinged	unstockinged
detected	undetected
creational	noncreationary
dissent	agreement
supernal	infernal
unrequested	solicited
yea	nay
heaven	underworld
nitrify	denitrify
superiority	inferiority
goodful	goodless
exofacial	endofacial
philosophical	nonphilosophical
atom	eve
hardware	software
kind	mean
